index,title_ID,score,knowledge,sub_knowledge,knowledge_num,sub_knowledge_num,t_sbmnum,t_mean_sbmnum,t_mean_score,t_mean_pfm_mem,t_max_pfm_mem,t_min_pfm_mem,t_mean_pfm_tc,t_max_pfm_tc,t_min_pfm_tc,t_subtime_f,t_subtime_l,t_period,t_methodNum
0,Question_3MwAFlmNO8EKrpY5zjUd,2,t5V9e,t5V9e_e1k6cixp,1,1,752,8.952380952380953,30.38563829787234,264.37080867850096,492,172,3.9601063829787235,28,1,2023-09-15 13:05:00,2023-12-27 12:48:16,102 days 23:43:16,[138 148 121 173 172]
1,Question_3oPyUzDmQtcMfLpGZ0jW,2,t5V9e,t5V9e_e1k6cixp,1,1,725,8.630952380952381,14.413793103448274,261.51876379690947,464,176,3.8537931034482757,13,1,2023-09-15 12:48:48,2023-12-27 11:18:38,102 days 22:29:50,[164 132 151 128 150]
2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,m3D1v,m3D1v_r1d7fr3l,1,1,508,6.120481927710843,35.3018372703412,327.3257403189066,640,188,4.395669291338582,285,1,2023-09-16 06:22:25,2023-12-30 00:54:01,104 days 18:31:36,[ 86  87 126 111  98]
3,Question_5fgqjSBwTPG7KUV3it6O,3,g7R2j,g7R2j_e0v1yls8,1,1,838,10.096385542168674,40.49323786793954,347.5313807531381,640,188,7.389423076923077,246,1,2023-09-23 07:25:51,2024-01-02 14:22:11,101 days 06:56:20,[182 171 161 151 173]
4,Question_62XbhBvJ8NUSnApgDL94,3,y9W5d,y9W5d_c0w4mj5h,1,1,265,3.3125,38.61635220125786,389.15686274509807,8640,172,3.2674418604651163,11,1,2023-09-18 07:00:12,2023-12-29 10:20:26,102 days 03:20:14,[55 37 65 55 53]
5,Question_6RQj2gF3OeK5AmDvThUV,3,m3D1v,m3D1v_r1d7fr3l,1,1,324,3.9036144578313254,27.36625514403292,299.1730769230769,568,188,3.8322784810126582,9,1,2023-09-16 06:17:51,2023-12-13 13:44:58,88 days 07:27:07,[45 73 67 75 64]
6,Question_7NJzCXUPcvQF4Mkfh9Wr,3,m3D1v,m3D1v_v3d9is1x,1,1,311,3.746987951807229,37.51339764201501,309.3805309734513,604,188,4.036303630363037,11,1,2023-09-17 04:30:03,2023-12-29 08:47:47,103 days 04:17:44,[39 86 65 69 52]
7,Question_Az73sM0rHfWVKuc4X2kL,3,y9W5d,y9W5d_p8g6dgtv,1,1,314,3.783132530120482,44.373673036093415,347.1678832116788,640,184,3.3883495145631066,10,1,2023-09-21 03:33:34,2023-12-30 15:27:53,100 days 11:54:19,[36 79 72 60 67]
8,Question_BW0ItEaymH3TkD6S15JF,1,r8S3g,r8S3g_n0m9rsw4,1,1,398,4.738095238095238,18.090452261306535,242.47349823321554,488,160,3.2964824120603016,8,1,2023-09-15 11:45:06,2023-10-23 08:21:03,37 days 20:35:57,[85 81 92 58 82]
9,Question_EhVPdmlB31M8WKGqL0wc,3,y9W5d,y9W5d_e2j7p95s,1,1,347,4.283950617283951,46.58981748318924,367.85714285714283,704,192,4.417867435158501,18,1,2023-09-27 11:24:56,2024-01-01 03:28:24,95 days 16:03:28,[62 72 75 67 71]
