index,title_ID,score,knowledge,sub_knowledge,knowledge_num,sub_knowledge_num,t_sbmnum,t_mean_sbmnum,t_mean_score,t_mean_pfm_mem,t_max_pfm_mem,t_min_pfm_mem,t_mean_pfm_tc,t_max_pfm_tc,t_min_pfm_tc,t_subtime_f,t_subtime_l,t_period,t_methodNum
0,Question_3MwAFlmNO8EKrpY5zjUd,2,t5V9e,t5V9e_e1k6cixp,1,1,838,9.858823529411765,39.55847255369929,322.18633540372673,640,180,3.6300715990453463,15,1,2023-09-25 11:08:21,2023-12-18 05:10:59,83 days 18:02:38,[149 150 199 161 179]
1,Question_3oPyUzDmQtcMfLpGZ0jW,2,t5V9e,t5V9e_e1k6cixp,1,1,647,7.7023809523809526,21.097372488408038,338.14949494949497,724,180,3.6816074188562595,17,1,2023-09-21 12:09:22,2023-12-18 04:57:30,87 days 16:48:08,[107 162 116 135 127]
2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,m3D1v,m3D1v_r1d7fr3l,1,1,341,4.059523809523809,45.16129032258064,365.70181818181817,608,192,8.66066066066066,400,1,2023-09-28 02:43:31,2023-12-19 03:57:03,82 days 01:13:32,[ 60  58 102  56  65]
3,Question_5fgqjSBwTPG7KUV3it6O,3,g7R2j,g7R2j_e0v1yls8,1,1,695,8.273809523809524,41.15107913669065,590.7021630615641,49852,184,144.55072463768116,400,1,2023-10-11 10:46:52,2023-12-16 07:29:14,65 days 20:42:22,[123 157 141 165 109]
4,Question_62XbhBvJ8NUSnApgDL94,3,y9W5d,y9W5d_c0w4mj5h,1,1,336,4.048192771084337,32.73809523809524,634.6148409893993,9536,188,5.140243902439025,39,1,2023-10-06 04:32:32,2023-12-14 07:39:12,69 days 03:06:40,[55 75 61 68 77]
5,Question_6RQj2gF3OeK5AmDvThUV,3,m3D1v,m3D1v_r1d7fr3l,1,1,275,3.3950617283950617,43.15151515151515,367.689497716895,640,188,3.790262172284644,8,1,2023-09-27 13:12:32,2023-12-14 00:09:15,77 days 10:56:43,[67 36 59 57 56]
6,Question_7NJzCXUPcvQF4Mkfh9Wr,3,m3D1v,m3D1v_v3d9is1x,1,1,253,3.0853658536585367,51.38339920948617,925.1267605633802,59616,188,12.42741935483871,400,1,2023-10-02 14:08:55,2023-11-30 12:47:36,58 days 22:38:41,[64 57 41 57 34]
7,Question_Az73sM0rHfWVKuc4X2kL,3,y9W5d,y9W5d_p8g6dgtv,1,1,277,3.419753086419753,43.56197352587244,373.26605504587155,640,192,5.577617328519856,29,1,2023-10-08 02:08:18,2023-12-16 04:18:32,69 days 02:10:14,[58 45 53 51 70]
8,Question_BW0ItEaymH3TkD6S15JF,1,r8S3g,r8S3g_n0m9rsw4,1,1,455,5.416666666666667,17.36263736263736,291.1700288184438,512,180,3.463736263736264,9,1,2023-09-17 02:13:02,2023-12-17 07:58:09,91 days 05:45:07,[ 85  75  92  98 105]
9,Question_EhVPdmlB31M8WKGqL0wc,3,y9W5d,y9W5d_e2j7p95s,1,1,287,3.4578313253012047,43.55400696864111,408.49122807017545,708,180,9.276223776223777,400,1,2023-10-09 06:16:11,2023-12-16 07:21:46,68 days 01:05:35,[58 48 77 48 56]
10,Question_Ej5mBw9rsOUKkFycGvz2,3,y9W5d,y9W5d_c0w4mj5h,1,1,330,4.125,39.3939393939394,363.740614334471,640,188,4.452887537993921,29,1,2023-10-03 04:51:10,2023-12-21 04:29:35,78 days 23:38:25,[81 68 53 75 53]
11,Question_FNg8X9v5zcbB1tQrxHR3,4,b3C9s,b3C9s_j0v1yls8,1,1,249,3.0365853658536586,40.06024096385542,355.95959595959596,512,192,3.9116465863453813,11,1,2023-10-16 07:55:04,2023-12-16 11:42:34,61 days 03:47:30,[55 51 46 46 51]
12,Question_Jr4Wz5jLqmN01KUwHa7g,3,m3D1v,m3D1v_t0v5ts9h,1,1,385,4.583333333333333,32.20779220779221,1685.5972222222222,32992,188,44.978142076502735,400,1,2023-10-03 01:11:46,2023-12-07 10:44:43,65 days 09:32:57,[88 59 89 72 77]
13,Question_Mh4CZIsrEfxkP1wXtOYV,3,y9W5d,y9W5d_c0w4mj5h,1,1,222,2.8461538461538463,36.93693693693694,294.2708333333333,740,180,4.386363636363637,20,1,2023-10-06 02:37:46,2023-12-14 07:31:16,69 days 04:53:30,[45 49 49 33 46]
14,Question_NixCn84GdK2tySa5rB1V,3,m3D1v,m3D1v_r1d7fr3l,1,1,214,2.6419753086419755,48.90965732087228,370.8536585365854,712,184,4.177570093457944,14,1,2023-10-01 06:27:49,2023-12-15 06:00:37,74 days 23:32:48,[29 49 50 39 47]
15,Question_Ou3f2Wt9BqExm5DpN7Zk,3,y9W5d,y9W5d_p8g6dgtv,1,1,186,2.4155844155844157,45.16129032258064,374.2138364779874,732,188,8.758064516129032,400,1,2023-10-08 01:55:42,2023-12-15 02:22:42,68 days 00:27:00,[38 40 34 39 35]
16,Question_QRm48lXxzdP7Tn1WgNOf,3,y9W5d m3D1v,y9W5d_c0w4mj5h m3D1v_r1d7fr3l,2,2,478,5.690476190476191,38.98186889818689,372.2089552238806,768,184,5.811320754716981,400,1,2023-10-03 01:18:57,2023-12-16 04:43:27,74 days 03:24:30,[117  71  98 111  81]
17,Question_TmKaGvfNoXYq4FZ2JrBu,3,m3D1v,m3D1v_r1d7fr3l,1,1,401,4.773809523809524,33.91521197007481,2090.441717791411,29020,184,28.86783042394015,400,1,2023-09-28 02:57:54,2023-11-30 03:24:21,63 days 00:26:27,[97 80 79 66 79]
18,Question_UXqN1F7G3Sbldz02vZne,3,y9W5d,y9W5d_c0w4mj5h,1,1,331,3.9879518072289155,40.5840886203424,1015.5048859934853,65536,192,14.898148148148149,400,1,2023-10-07 01:34:54,2023-12-14 11:38:05,68 days 10:03:11,[64 61 57 67 82]
19,Question_VgKw8PjY1FR6cm2QI9XW,1,r8S3g,r8S3g_l0p5viby,1,1,269,3.2804878048780486,30.111524163568777,277.8857142857143,504,180,3.200743494423792,6,1,2023-09-13 02:31:40,2023-12-17 07:38:57,95 days 05:07:17,[47 53 43 59 67]
20,Question_X3wF8QlTyi4mZkDp9Kae,3,g7R2j,g7R2j_e0v1yls8,1,1,289,3.567901234567901,40.5997693194925,373.78761061946904,612,184,4.380622837370242,16,1,2023-10-06 05:23:04,2023-12-16 08:21:25,71 days 02:58:21,[55 59 59 63 53]
21,Question_YWXHr4G6Cl7bEm9iF2kQ,3,g7R2j,g7R2j_j1g8gd3v,1,1,359,4.325301204819277,29.526462395543174,700.0,30940,188,5.969359331476323,400,1,2023-10-12 10:16:59,2023-12-16 11:27:04,65 days 01:10:05,[75 70 65 74 75]
22,Question_ZTbD7mxr2OUp8Fz6iNjy,3,m3D1v,m3D1v_v3d9is1x,1,1,170,2.125,57.05882352941176,432.85333333333335,12792,176,4.494047619047619,30,1,2023-10-02 14:15:16,2023-12-16 08:01:32,74 days 17:46:16,[40 38 22 29 41]
23,Question_bumGRTJ0c8p4v5D6eHZa,3,b3C9s,b3C9s_l4z6od7y,1,1,211,2.6375,53.396524486571884,835.2842105263157,44020,192,12.554502369668246,400,1,2023-10-11 11:09:17,2023-12-16 07:41:05,65 days 20:31:48,[57 33 43 31 47]
24,Question_fZrP3FJ4ebUogW9V7taS,1,r8S3g,r8S3g_n0m9rsw4,1,1,535,6.369047619047619,15.14018691588785,279.748031496063,512,180,3.3626168224299064,10,1,2023-09-14 14:34:28,2023-12-17 07:51:58,93 days 17:17:30,[104 100 115 100 116]
25,Question_h7pXNg80nJbw1C4kAPRm,3,m3D1v,m3D1v_r1d7fr3l,1,1,392,4.780487804878049,32.22789115646258,374.72222222222223,640,196,5.91005291005291,400,1,2023-09-27 12:44:57,2023-11-23 07:03:20,56 days 18:18:23,[82 80 76 77 77]
26,Question_hZ5wXofebmTlzKB1jNcP,3,b3C9s,b3C9s_l4z6od7y,1,1,207,2.5555555555555554,39.61352657004831,297.2162162162162,640,180,3.714975845410628,16,1,2023-10-16 06:59:00,2023-12-16 08:12:52,61 days 01:13:52,[54 40 37 35 41]
27,Question_lU2wvHSZq7m43xiVroBc,3,y9W5d k4W1c,y9W5d_c0w4mj5h k4W1c_h5r6nux7,2,2,340,4.0476190476190474,42.35294117647059,437.2266666666667,18264,180,6.226865671641791,400,1,2023-10-04 02:23:19,2023-12-14 07:30:27,71 days 05:07:08,[ 64  66  58  46 106]
