index,title_ID,score,knowledge,sub_knowledge,knowledge_num,sub_knowledge_num,t_sbmnum,t_mean_sbmnum,t_mean_score,t_mean_pfm_mem,t_max_pfm_mem,t_min_pfm_mem,t_mean_pfm_tc,t_max_pfm_tc,t_min_pfm_tc,t_subtime_f,t_subtime_l,t_period,t_methodNum
0,Question_3MwAFlmNO8EKrpY5zjUd,2,t5V9e,t5V9e_e1k6cixp,1,1,1262,12.62,35.10301109350238,337.0485436893204,640,180,3.8787638668779714,20,1,2023-09-08 22:51:52,2023-12-16 08:59:52,98 days 10:08:00,[268 262 255 239 238]
1,Question_3oPyUzDmQtcMfLpGZ0jW,2,t5V9e,t5V9e_e1k6cixp,1,1,920,9.2,21.41304347826087,333.54033485540333,640,180,3.9358695652173914,18,1,2023-09-08 22:38:17,2023-12-21 02:17:33,103 days 03:39:16,[175 200 204 172 169]
2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,m3D1v,m3D1v_r1d7fr3l,1,1,510,5.151515151515151,38.954248366013076,361.50118764845604,744,188,5.8,400,1,2023-09-09 05:00:17,2023-12-16 11:23:47,98 days 06:23:30,[118 111  94 103  84]
3,Question_5fgqjSBwTPG7KUV3it6O,3,g7R2j,g7R2j_e0v1yls8,1,1,735,7.424242424242424,41.224489795918366,1187.6466876971608,49516,192,117.98626373626374,400,1,2023-09-13 07:07:46,2023-12-16 14:53:25,94 days 07:45:39,[106 149 168 171 141]
4,Question_62XbhBvJ8NUSnApgDL94,3,y9W5d,y9W5d_c0w4mj5h,1,1,391,3.91,26.257459505541348,507.40458015267177,8644,184,4.38659793814433,22,1,2023-09-10 06:41:37,2023-12-16 12:25:21,97 days 05:43:44,[69 85 89 70 78]
5,Question_6RQj2gF3OeK5AmDvThUV,3,m3D1v,m3D1v_r1d7fr3l,1,1,416,4.244897959183674,28.28525641025641,357.08256880733944,640,184,5.405339805825243,400,1,2023-09-09 02:04:41,2023-12-21 02:49:56,103 days 00:45:15,[ 79  78  76  82 101]
6,Question_7NJzCXUPcvQF4Mkfh9Wr,3,m3D1v,m3D1v_v3d9is1x,1,1,455,4.595959595959596,31.062271062271062,378.0991253644315,640,184,6.770301624129931,400,1,2023-09-09 08:11:25,2023-12-16 12:07:50,98 days 03:56:25,[ 82 112  79  90  92]
7,Question_Az73sM0rHfWVKuc4X2kL,3,y9W5d,y9W5d_p8g6dgtv,1,1,517,5.17,43.06898774983881,472.59294117647056,43452,184,5.02321083172147,400,1,2023-09-11 02:01:44,2023-12-20 14:00:47,100 days 11:59:03,[105  90 119  89 114]
8,Question_BW0ItEaymH3TkD6S15JF,1,r8S3g,r8S3g_n0m9rsw4,1,1,875,8.75,14.742857142857144,306.0731707317073,640,176,3.3234285714285714,18,1,2023-09-08 12:48:15,2023-12-20 15:45:44,103 days 02:57:29,[160 151 194 187 183]
9,Question_EhVPdmlB31M8WKGqL0wc,3,y9W5d,y9W5d_e2j7p95s,1,1,583,5.888888888888889,34.93424814179531,394.9933774834437,768,184,15.309565217391304,400,1,2023-09-13 01:40:51,2023-12-16 14:37:57,94 days 12:57:06,[101 124 124 125 109]
10,Question_Ej5mBw9rsOUKkFycGvz2,3,y9W5d,y9W5d_c0w4mj5h,1,1,465,4.696969696969697,31.25448028673835,401.9506849315068,748,188,5.5895196506550215,35,1,2023-09-10 01:54:24,2023-12-16 12:20:35,97 days 10:26:11,[ 78 105  84  99  99]
11,Question_FNg8X9v5zcbB1tQrxHR3,4,b3C9s,b3C9s_j0v1yls8,1,1,393,4.09375,32.63358778625955,382.00722021660647,640,180,5.1653944020356235,400,1,2023-09-09 01:39:20,2023-12-21 07:17:51,103 days 05:38:31,[64 81 99 74 75]
12,Question_Jr4Wz5jLqmN01KUwHa7g,3,m3D1v,m3D1v_t0v5ts9h,1,1,491,4.91,27.08757637474542,646.844192634561,42052,184,14.064444444444444,400,1,2023-09-10 08:45:22,2023-12-16 12:12:42,97 days 03:27:20,[109 104  97  91  90]
13,Question_Mh4CZIsrEfxkP1wXtOYV,3,y9W5d,y9W5d_c0w4mj5h,1,1,416,4.16,25.240384615384613,378.72886297376095,8800,180,4.0772946859903385,16,1,2023-09-10 06:14:27,2023-12-16 12:23:27,97 days 06:09:00,[ 59  92  55  84 126]
14,Question_NixCn84GdK2tySa5rB1V,3,m3D1v,m3D1v_r1d7fr3l,1,1,279,2.9368421052631577,44.80286738351254,422.521327014218,6592,184,14.108695652173912,400,1,2023-09-09 07:18:53,2023-12-16 11:26:24,98 days 04:07:31,[48 63 43 60 65]
15,Question_Ou3f2Wt9BqExm5DpN7Zk,3,y9W5d,y9W5d_p8g6dgtv,1,1,249,2.7065217391304346,43.641231593038825,779.8888888888889,52584,184,4.497942386831276,27,1,2023-09-11 01:40:18,2023-12-16 12:32:37,96 days 10:52:19,[38 63 62 48 38]
16,Question_QRm48lXxzdP7Tn1WgNOf,3,y9W5d m3D1v,y9W5d_c0w4mj5h m3D1v_r1d7fr3l,2,2,589,5.94949494949495,45.50084889643464,371.7149028077754,1016,184,6.260273972602739,400,1,2023-09-09 09:14:24,2023-12-21 03:38:37,102 days 18:24:13,[106 117 126 132 108]
17,Question_TmKaGvfNoXYq4FZ2JrBu,3,m3D1v,m3D1v_r1d7fr3l,1,1,407,4.195876288659794,29.64782964782965,1150.216393442623,29012,188,8.987531172069826,400,1,2023-09-09 13:29:21,2023-12-21 03:15:58,102 days 13:46:37,[80 83 80 82 82]
18,Question_UXqN1F7G3Sbldz02vZne,3,y9W5d,y9W5d_c0w4mj5h,1,1,351,3.618556701030928,48.62298195631529,388.2133333333333,640,180,5.01994301994302,30,1,2023-09-11 01:32:24,2023-12-16 12:54:01,96 days 11:21:37,[67 75 71 69 69]
19,Question_VgKw8PjY1FR6cm2QI9XW,1,r8S3g,r8S3g_l0p5viby,1,1,632,6.32,17.405063291139243,283.9004149377593,616,164,3.2626582278481013,11,1,2023-09-08 12:22:54,2023-12-13 13:54:01,96 days 01:31:07,[109 116 134 150 123]
20,Question_X3wF8QlTyi4mZkDp9Kae,3,g7R2j,g7R2j_e0v1yls8,1,1,360,3.673469387755102,31.574074074074073,576.5818181818182,43196,184,4.724233983286908,81,1,2023-09-13 11:39:51,2023-12-16 14:57:52,94 days 03:18:01,[47 66 75 75 97]
21,Question_YWXHr4G6Cl7bEm9iF2kQ,3,g7R2j,g7R2j_j1g8gd3v,1,1,459,4.636363636363637,30.28322440087146,629.7888888888889,8648,184,4.398692810457517,25,1,2023-09-14 15:06:03,2023-12-16 15:08:00,93 days 00:01:57,[ 88  96 100  94  81]
22,Question_ZTbD7mxr2OUp8Fz6iNjy,3,m3D1v,m3D1v_v3d9is1x,1,1,240,2.696629213483146,39.166666666666664,441.05128205128204,7344,180,3.5956521739130434,12,1,2023-09-09 08:19:23,2023-12-28 07:13:21,109 days 22:53:58,[46 46 48 37 63]
23,Question_bumGRTJ0c8p4v5D6eHZa,3,b3C9s,b3C9s_l4z6od7y,1,1,304,3.2688172043010755,39.03508771929825,383.2710280373832,712,188,5.917763157894737,400,1,2023-09-12 11:10:34,2023-12-16 15:24:06,95 days 04:13:32,[58 58 70 64 54]
24,Question_fZrP3FJ4ebUogW9V7taS,1,r8S3g,r8S3g_n0m9rsw4,1,1,833,8.33,13.085234093637455,283.33709981167607,512,180,3.2448979591836733,17,1,2023-09-08 12:32:15,2023-12-16 08:05:42,98 days 19:33:27,[185 156 149 185 158]
25,Question_h7pXNg80nJbw1C4kAPRm,3,m3D1v,m3D1v_r1d7fr3l,1,1,505,5.101010101010101,25.874587458745875,371.07284768211923,640,188,10.002150537634408,400,1,2023-09-09 01:04:43,2023-12-18 04:15:29,100 days 03:10:46,[103  83 117  98 104]
26,Question_hZ5wXofebmTlzKB1jNcP,3,b3C9s,b3C9s_l4z6od7y,1,1,344,3.474747474747475,30.523255813953487,293.98974358974357,640,180,3.6530612244897958,29,1,2023-09-14 12:01:10,2023-12-16 15:57:16,93 days 03:56:06,[51 63 78 79 73]
27,Question_lU2wvHSZq7m43xiVroBc,3,y9W5d k4W1c,y9W5d_c0w4mj5h k4W1c_h5r6nux7,2,2,279,2.9680851063829787,41.09916367980884,378.24,640,188,4.767025089605735,34,1,2023-09-10 03:16:14,2023-12-16 12:21:52,97 days 09:05:38,[61 58 42 59 59]
28,Question_n2BTxIGw1Mc3Zo6RLdUe,3,m3D1v,m3D1v_r1d7fr3l,1,1,587,5.87,16.524701873935264,298.3288888888889,640,180,4.056603773584905,26,1,2023-09-09 04:36:04,2023-12-21 03:22:10,102 days 22:46:06,[127  90 123 116 131]
29,Question_oCjnFLbIs4Uxwek9rBpu,3,g7R2j m3D1v,g7R2j_e0v1yls8 m3D1v_r1d7fr3l,2,2,400,4.123711340206185,33.83333333333333,418.36470588235295,8644,192,40.65552699228792,400,1,2023-09-13 10:08:27,2023-12-16 14:45:51,94 days 04:37:24,[78 77 80 90 75]
30,Question_pVKXjZn0BkSwYcsa7C31,3,y9W5d m3D1v,y9W5d_c0w4mj5h m3D1v_r1d7fr3l,2,2,508,5.1313131313131315,25.26246719160105,463.41561712846345,7828,180,4.745526838966203,40,1,2023-09-10 00:53:36,2023-12-16 12:19:29,97 days 11:25:53,[103  92 108 110  95]
31,Question_q7OpB2zCMmW9wS8uNt3H,1,r8S3g r8S3g,r8S3g_n0m9rsw4 r8S3g_l0p5viby,2,2,1060,10.6,13.20754716981132,284.71844660194176,640,180,3.371698113207547,12,1,2023-09-08 12:36:12,2023-12-16 08:34:41,98 days 19:58:29,[216 226 212 180 226]
32,Question_rvB9mVE6Kbd8jAY4NwPx,1,r8S3g,r8S3g_n0m9rsw4,1,1,350,3.5714285714285716,27.42857142857143,295.77570093457945,640,176,3.3919308357348705,15,1,2023-09-08 15:10:36,2023-12-16 08:41:19,98 days 17:30:43,[75 55 70 74 76]
33,Question_s6VmP1G4UbEQWRYHK9Fd,2,t5V9e,t5V9e_e1k6cixp,1,1,628,6.408163265306122,26.11464968152866,376.4340425531915,4692,180,3.907166123778502,15,1,2023-09-09 00:35:34,2023-12-21 02:27:53,103 days 01:52:19,[137 139 106 112 134]
