index,title_ID,score,knowledge,sub_knowledge,knowledge_num,sub_knowledge_num,t_sbmnum,t_mean_sbmnum,t_mean_score,t_mean_pfm_mem,t_max_pfm_mem,t_min_pfm_mem,t_mean_pfm_tc,t_max_pfm_tc,t_min_pfm_tc,t_subtime_f,t_subtime_l,t_period,t_methodNum
0,Question_3MwAFlmNO8EKrpY5zjUd,2,t5V9e,t5V9e_e1k6cixp,1,1,1110,11.443298969072165,32.38738738738739,327.52021563342316,640,180,3.7324324324324323,21,1,2023-09-09 12:07:55,2023-12-20 14:48:14,102 days 02:40:19,[236 209 214 211 240]
1,Question_3oPyUzDmQtcMfLpGZ0jW,2,t5V9e,t5V9e_e1k6cixp,1,1,1093,11.268041237113403,13.769441903019214,335.87392550143267,640,180,3.595608417200366,13,1,2023-09-09 11:31:21,2023-12-21 04:07:45,102 days 16:36:24,[222 215 221 220 215]
2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,m3D1v,m3D1v_r1d7fr3l,1,1,518,5.51063829787234,35.521235521235525,369.6078431372549,640,184,11.594594594594595,400,1,2023-09-13 01:14:12,2023-12-31 12:04:22,109 days 10:50:10,[103 103  97 110 105]
3,Question_5fgqjSBwTPG7KUV3it6O,3,g7R2j,g7R2j_e0v1yls8,1,1,1018,10.946236559139784,39.84937786509495,1775.040380047506,53732,184,97.12106299212599,400,1,2023-09-16 11:36:32,2023-12-15 13:03:31,90 days 01:26:59,[196 228 240 178 176]
4,Question_62XbhBvJ8NUSnApgDL94,3,y9W5d,y9W5d_c0w4mj5h,1,1,419,4.655555555555556,39.45902943516308,408.38709677419354,8664,180,6.541766109785203,400,1,2023-09-15 10:28:18,2023-12-14 07:05:08,89 days 20:36:50,[87 77 92 73 90]
5,Question_6RQj2gF3OeK5AmDvThUV,3,m3D1v,m3D1v_r1d7fr3l,1,1,476,5.010526315789473,30.392156862745097,369.3724340175953,696,188,6.26215644820296,400,1,2023-09-12 15:01:14,2023-12-31 11:59:12,109 days 20:57:58,[ 85 102 118  74  97]
6,Question_7NJzCXUPcvQF4Mkfh9Wr,3,m3D1v,m3D1v_v3d9is1x,1,1,346,3.7204301075268815,33.52601156069364,634.2053231939163,36028,188,4.374613003095975,30,1,2023-09-14 00:24:08,2023-12-31 12:30:42,108 days 12:06:34,[79 63 70 59 75]
7,Question_Az73sM0rHfWVKuc4X2kL,3,y9W5d,y9W5d_p8g6dgtv,1,1,495,5.380434782608695,32.18855218855219,360.5811965811966,640,184,4.5,42,1,2023-09-16 03:12:17,2023-12-20 07:17:33,95 days 04:05:16,[ 97  91 103  95 109]
8,Question_BW0ItEaymH3TkD6S15JF,1,r8S3g,r8S3g_n0m9rsw4,1,1,616,6.285714285714286,15.259740259740258,301.6,640,180,3.5243506493506493,11,1,2023-09-09 10:33:08,2023-12-07 14:27:44,89 days 03:54:36,[109 132 132 135 108]
9,Question_EhVPdmlB31M8WKGqL0wc,3,y9W5d,y9W5d_e2j7p95s,1,1,535,5.815217391304348,27.975077881619935,389.3443526170799,752,184,6.748549323017408,400,1,2023-09-16 03:32:24,2023-12-14 15:18:56,89 days 11:46:32,[115 103  88 118 111]
