index,title_ID,score,knowledge,sub_knowledge,knowledge_num,sub_knowledge_num,t_sbmnum,t_mean_sbmnum,t_mean_score,t_mean_pfm_mem,t_max_pfm_mem,t_min_pfm_mem,t_mean_pfm_tc,t_max_pfm_tc,t_min_pfm_tc,t_subtime_f,t_subtime_l,t_period,t_methodNum
0,Question_3MwAFlmNO8EKrpY5zjUd,2,t5V9e,t5V9e_e1k6cixp,1,1,786,8.733333333333333,40.33078880407125,361.74426229508197,560,192,4.258269720101781,37,1,2023-09-05 11:05:39,2024-01-03 14:28:35,120 days 03:22:56,[163 157 181 140 145]
1,Question_3oPyUzDmQtcMfLpGZ0jW,2,t5V9e,t5V9e_e1k6cixp,1,1,608,6.7555555555555555,18.75,359.28868360277136,608,200,4.069078947368421,34,1,2023-09-04 10:26:59,2024-01-23 13:29:01,141 days 03:02:02,[132 134 113 122 107]
2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,m3D1v,m3D1v_r1d7fr3l,1,1,449,5.044943820224719,32.5909428359317,420.5878594249201,7416,200,17.752783964365257,400,1,2023-09-04 11:39:10,2024-01-21 13:36:10,139 days 01:57:00,[109  87  93  67  93]
3,Question_5fgqjSBwTPG7KUV3it6O,3,g7R2j,g7R2j_e0v1yls8,1,1,823,9.247191011235955,41.757796678817336,822.2728551336146,36136,196,104.3584447144593,400,1,2023-09-07 06:45:16,2024-01-25 04:58:46,139 days 22:13:30,[140 178 165 195 145]
4,Question_62XbhBvJ8NUSnApgDL94,3,y9W5d,y9W5d_c0w4mj5h,1,1,422,4.741573033707865,36.018957345971565,770.8108108108108,9472,196,4.543269230769231,26,1,2023-09-05 10:52:03,2024-01-15 03:55:21,131 days 17:03:18,[76 94 84 84 84]
5,Question_6RQj2gF3OeK5AmDvThUV,3,m3D1v,m3D1v_r1d7fr3l,1,1,332,3.730337078651685,34.53815261044177,380.4222222222222,596,196,5.556270096463023,400,1,2023-09-04 11:35:53,2024-01-21 13:34:33,139 days 01:58:40,[69 76 62 74 51]
6,Question_7NJzCXUPcvQF4Mkfh9Wr,3,m3D1v,m3D1v_v3d9is1x,1,1,332,3.772727272727273,30.72289156626506,482.7237354085603,27288,208,10.7491961414791,400,1,2023-09-04 12:14:32,2024-01-14 14:08:23,132 days 01:53:51,[75 57 59 71 70]
7,Question_Az73sM0rHfWVKuc4X2kL,3,y9W5d,y9W5d_p8g6dgtv,1,1,612,6.876404494382022,36.655773420479306,373.65400843881855,596,200,4.230392156862745,28,1,2023-09-05 12:01:55,2024-01-16 07:51:40,132 days 19:49:45,[119 135 134 106 118]
8,Question_BW0ItEaymH3TkD6S15JF,1,r8S3g,r8S3g_n0m9rsw4,1,1,475,5.277777777777778,22.94736842105263,335.46902654867256,568,192,3.4,16,1,2023-09-04 10:21:58,2023-12-03 06:36:33,89 days 20:14:35,[ 89  94  90  95 107]
9,Question_EhVPdmlB31M8WKGqL0wc,3,y9W5d,y9W5d_e2j7p95s,1,1,528,6.068965517241379,38.76262626262626,374.15602836879435,612,196,8.72848948374761,400,1,2023-09-12 05:39:32,2024-01-16 08:03:13,126 days 02:23:41,[112 110  92 118  96]
10,Question_Ej5mBw9rsOUKkFycGvz2,3,y9W5d,y9W5d_c0w4mj5h,1,1,473,5.2555555555555555,26.779422128259338,383.5495978552279,596,196,4.6976744186046515,30,1,2023-09-20 14:38:40,2024-01-14 15:41:28,116 days 01:02:48,[103  95 107  94  74]
11,Question_FNg8X9v5zcbB1tQrxHR3,4,b3C9s,b3C9s_j0v1yls8,1,1,448,5.090909090909091,33.705357142857146,383.7741935483871,608,196,4.774553571428571,400,1,2023-09-07 11:39:15,2024-01-16 08:08:12,130 days 20:28:57,[108  98  91  83  68]
12,Question_Jr4Wz5jLqmN01KUwHa7g,3,m3D1v,m3D1v_t0v5ts9h,1,1,523,5.876404494382022,26.896112173358826,996.1546391752578,44216,192,24.91683569979716,400,1,2023-09-07 12:12:48,2024-01-14 14:32:31,129 days 02:19:43,[ 85 102  94 114 128]
13,Question_Mh4CZIsrEfxkP1wXtOYV,3,y9W5d,y9W5d_c0w4mj5h,1,1,484,5.438202247191011,20.24793388429752,404.6879606879607,11764,184,4.207900207900208,38,1,2023-09-05 10:44:23,2024-01-15 03:50:15,131 days 17:05:52,[ 93  96 106  96  93]
14,Question_NixCn84GdK2tySa5rB1V,3,m3D1v,m3D1v_r1d7fr3l,1,1,279,3.206896551724138,41.816009557945044,371.44444444444446,528,204,5.335907335907336,48,1,2023-09-04 11:59:41,2024-01-14 13:20:41,132 days 01:21:00,[51 67 53 50 58]
15,Question_Ou3f2Wt9BqExm5DpN7Zk,3,y9W5d,y9W5d_p8g6dgtv,1,1,260,2.9885057471264367,38.33333333333333,427.39267015706804,10456,200,4.397683397683398,57,1,2023-09-05 11:29:08,2024-01-15 05:03:54,131 days 17:34:46,[57 54 58 43 48]
16,Question_QRm48lXxzdP7Tn1WgNOf,3,y9W5d m3D1v,y9W5d_c0w4mj5h m3D1v_r1d7fr3l,2,2,371,4.122222222222222,43.21653189577718,381.8204334365325,584,196,4.762803234501348,27,1,2023-09-05 10:04:15,2024-01-14 14:49:04,131 days 04:44:49,[84 63 64 87 73]
17,Question_TmKaGvfNoXYq4FZ2JrBu,3,m3D1v,m3D1v_r1d7fr3l,1,1,427,4.797752808988764,23.88758782201405,1311.5807365439093,27228,200,7.046004842615012,400,1,2023-09-04 11:52:59,2024-01-10 16:30:56,128 days 04:37:57,[84 77 82 94 90]
18,Question_UXqN1F7G3Sbldz02vZne,3,y9W5d,y9W5d_c0w4mj5h,1,1,263,3.130952380952381,52.851711026615966,468.94827586206895,11384,200,7.254752851711027,400,1,2023-09-05 11:19:29,2024-01-15 04:29:08,131 days 17:09:39,[55 39 54 62 53]
19,Question_VgKw8PjY1FR6cm2QI9XW,1,r8S3g,r8S3g_l0p5viby,1,1,333,3.741573033707865,28.52852852852853,325.56906077348066,500,188,3.6006006006006004,60,1,2023-09-04 10:03:44,2024-01-22 05:54:17,139 days 19:50:33,[70 91 55 43 74]
20,Question_X3wF8QlTyi4mZkDp9Kae,3,g7R2j,g7R2j_e0v1yls8,1,1,266,3.022727272727273,40.72681704260652,376.0722891566265,640,200,4.447368421052632,35,1,2023-09-12 11:35:17,2024-01-20 02:20:01,129 days 14:44:44,[51 65 54 50 46]
21,Question_YWXHr4G6Cl7bEm9iF2kQ,3,g7R2j,g7R2j_j1g8gd3v,1,1,555,6.235955056179775,36.3963963963964,682.0444444444445,8576,196,4.403603603603604,34,1,2023-09-12 11:28:10,2024-01-15 06:32:50,124 days 19:04:40,[ 80 121 116 127 111]
22,Question_ZTbD7mxr2OUp8Fz6iNjy,3,m3D1v,m3D1v_v3d9is1x,1,1,207,2.4642857142857144,43.47826086956522,338.8857142857143,1720,184,3.7427184466019416,15,1,2023-09-04 12:16:06,2024-01-14 14:15:36,132 days 01:59:30,[58 42 25 47 35]
23,Question_bumGRTJ0c8p4v5D6eHZa,3,b3C9s,b3C9s_l4z6od7y,1,1,309,3.5517241379310347,44.01294498381878,390.5587044534413,4292,204,4.630718954248366,42,1,2023-09-07 10:03:26,2024-01-16 08:07:03,130 days 22:03:37,[55 64 67 50 73]
24,Question_fZrP3FJ4ebUogW9V7taS,1,r8S3g,r8S3g_n0m9rsw4,1,1,486,5.4,16.872427983539097,327.3119533527697,512,188,3.4135802469135803,19,1,2023-09-04 10:14:17,2023-11-12 11:03:51,69 days 00:49:34,[104  99  92  96  95]
25,Question_h7pXNg80nJbw1C4kAPRm,3,m3D1v,m3D1v_r1d7fr3l,1,1,424,4.873563218390805,29.952830188679247,371.956678700361,516,204,11.240694789081886,400,1,2023-09-04 11:29:55,2024-01-21 13:32:57,139 days 02:03:02,[89 84 84 94 73]
26,Question_hZ5wXofebmTlzKB1jNcP,3,b3C9s,b3C9s_l4z6od7y,1,1,277,3.2588235294117647,33.935018050541515,340.79187817258884,600,192,3.888086642599278,40,1,2023-09-14 12:17:44,2024-01-16 08:07:39,123 days 19:49:55,[48 61 65 53 50]
27,Question_lU2wvHSZq7m43xiVroBc,3,y9W5d k4W1c,y9W5d_c0w4mj5h k4W1c_h5r6nux7,2,2,437,4.855555555555555,33.48588863463005,379.9526627218935,640,196,4.931034482758621,49,1,2023-09-05 10:39:59,2024-01-15 03:47:25,131 days 17:07:26,[ 66  91  89  87 104]
28,Question_n2BTxIGw1Mc3Zo6RLdUe,3,m3D1v,m3D1v_r1d7fr3l,1,1,401,4.50561797752809,25.935162094763093,329.67202572347264,512,180,4.961928934010152,42,1,2023-09-04 12:08:49,2024-01-14 13:54:13,132 days 01:45:24,[ 80  68 106  71  76]
29,Question_oCjnFLbIs4Uxwek9rBpu,3,g7R2j m3D1v,g7R2j_e0v1yls8 m3D1v_r1d7fr3l,2,2,447,5.022471910112359,26.69649515287099,379.6734693877551,652,196,33.84526558891455,400,1,2023-09-16 13:55:14,2024-01-16 08:03:35,121 days 18:08:21,[ 95 104  85  93  70]
30,Question_pVKXjZn0BkSwYcsa7C31,3,y9W5d m3D1v,y9W5d_c0w4mj5h m3D1v_r1d7fr3l,2,2,405,4.5,30.205761316872433,689.5626822157434,46908,192,4.604477611940299,163,1,2023-09-05 10:07:29,2024-01-14 15:14:17,131 days 05:06:48,[75 79 74 96 81]
31,Question_q7OpB2zCMmW9wS8uNt3H,1,r8S3g r8S3g,r8S3g_n0m9rsw4 r8S3g_l0p5viby,2,2,664,7.377777777777778,15.512048192771086,325.00444444444446,512,192,3.549698795180723,17,1,2023-09-04 10:08:36,2023-11-08 13:26:53,65 days 03:18:17,[158 115 119 120 152]
32,Question_rvB9mVE6Kbd8jAY4NwPx,1,r8S3g,r8S3g_n0m9rsw4,1,1,162,2.050632911392405,58.0246913580247,320.44444444444446,472,196,3.6358024691358026,9,1,2023-09-04 10:23:16,2023-12-09 12:05:21,96 days 01:42:05,[42 34 20 44 22]
33,Question_s6VmP1G4UbEQWRYHK9Fd,2,t5V9e,t5V9e_e1k6cixp,1,1,460,5.111111111111111,34.45652173913044,432.0761904761905,4852,192,4.436123348017621,49,1,2023-09-04 11:26:33,2024-01-21 13:31:13,139 days 02:04:40,[ 90  95 105 101  69]
34,Question_tgOjrpZLw4RdVzQx85h6,2,t5V9e,t5V9e_e1k6cixp,1,1,292,3.3181818181818183,35.1027397260274,355.5854922279793,512,196,3.75,18,1,2023-09-04 10:55:32,2024-01-21 13:27:38,139 days 02:32:06,[58 55 59 69 51]
35,Question_x2Fy7rZ3SwYl9jMQkpOD,3,y9W5d s8Y2f,y9W5d_c0w4mj5h s8Y2f_v4x8by9j,2,2,446,5.068181818181818,26.831091180866967,371.8642297650131,760,204,19.68834080717489,400,1,2023-09-05 11:14:18,2024-01-15 04:01:24,131 days 16:47:06,[90 91 89 85 91]
36,Question_x2L7AqbMuTjCwPFy6vNr,2,t5V9e,t5V9e_e1k6cixp,1,1,296,3.4022988505747125,45.608108108108105,369.9824561403509,640,200,5.108108108108108,21,1,2023-09-04 10:53:10,2023-12-18 13:35:01,105 days 02:41:51,[56 63 66 59 52]
37,Question_xqlJkmRaP0otZcX4fK3W,3,g7R2j,g7R2j_e0v1yls8,1,1,341,3.9195402298850577,26.68621700879765,699.3744855967078,8648,188,3.997067448680352,17,1,2023-09-12 10:44:08,2024-01-16 15:40:52,126 days 04:56:44,[74 74 69 68 56]
